"","INDEX","WELLNAME","MD","TVD","ZENITH"
"COLUMN_LABELS","Индекс","Имя_скважины","Глубина_по_стволу","Глубина_по_вертикали","Зенитный_угол"
"7_1902_AR","7","1902_AR","2750","2525.12","27.722422926451"
"8_1902_AR","8","1902_AR","2960","2703.32","31.943371608321"
"9_1902_AR","9","1902_AR","3060","2782.29","37.842515137155"
"10_1902_AR","10","1902_AR","3140","2839.08","44.77525410426"
"11_1902_AR","11","1902_AR","3350","2974.52","49.837894749119"
"12_1902_AR","12","1902_AR","3390","2996.16","57.248260845065"
"13_1902_AR","13","1902_AR","3440","3019.54","62.121380214782"
"14_1902_AR","14","1902_AR","3500","3041.28","68.756436663166"
"15_1902_AR","15","1902_AR","3650","3081.11","74.601354048136"
"16_1902_AR","16","1902_AR","3740","3099.02","78.521512147312"
"17_1902_AR","17","1902_AR","3790","3102.11","86.45686303233"
"18_1902_AR","18","1902_AR","4200","3101.8","90.043321203272"
"19_1902_AR","19","1902_AR","4210","3101.73","90.401073732073"
"0_1903_AR","0","1903_AR","0","0","0.40017189567703"
"1_1903_AR","1","1903_AR","410","409.99","0.40017189567703"
"2_1903_AR","2","1903_AR","420","419.99","0"
"3_1903_AR","3","1903_AR","730","729.79","2.0582358248172"
"4_1903_AR","4","1903_AR","780","779.1","9.5296704093294"
"5_1903_AR","5","1903_AR","2580","2528.99","13.55115410216"
"6_1903_AR","6","1903_AR","2660","2603.67","21.012854812016"
"7_1903_AR","7","1903_AR","2740","2674.2","28.160988221392"
"8_1903_AR","8","1903_AR","2780","2706.99","34.940224380004"
"9_1903_AR","9","1903_AR","2820","2736.94","41.517785253846"
"10_1903_AR","10","1903_AR","2980","2850.81","44.627618647322"
"11_1903_AR","11","1903_AR","3140","2948.64","52.306483692916"
"12_1903_AR","12","1903_AR","3200","2979.85","58.656568168643"
"13_1903_AR","13","1903_AR","3270","3010.37","64.151057486014"
"14_1903_AR","14","1903_AR","3340","3034.18","70.11442206478"
"15_1903_AR","15","1903_AR","3590","3095.88","75.711766878852"
"16_1903_AR","16","1903_AR","3630","3101.22","82.328108902167"
"17_1903_AR","17","1903_AR","3740","3104.07","88.515352305656"
"18_1903_AR","18","1903_AR","4030","3102","90.40897679568"
"19_1903_AR","19","1903_AR","4030.3","3101.99","91.91021317175"
"0_1904_AR","0","1904_AR","0","0","0.8102914370661"
"1_1904_AR","1","1904_AR","100","99.99","0.8102914370661"
"2_1904_AR","2","1904_AR","110","109.99","0"
"3_1904_AR","3","1904_AR","400","399.84","1.8429051436665"
"4_1904_AR","4","1904_AR","540","538.15","8.9115821384536"
"5_1904_AR","5","1904_AR","2600","2555.04","11.742304390879"
"6_1904_AR","6","1904_AR","2680","2630.09","20.260978313773"
"7_1904_AR","7","1904_AR","2740","2684.26","25.466967738828"
"8_1904_AR","8","1904_AR","2790","2726.82","31.657571152062"
"9_1904_AR","9","1904_AR","2830","2758.39","37.884522028987"
"10_1904_AR","10","1904_AR","2870","2787.29","43.738727326461"
"11_1904_AR","11","1904_AR","2900","2806.5","50.183320181189"
"12_1904_AR","12","1904_AR","3180","2984.53","50.519065053111"
"13_1904_AR","13","1904_AR","3220","3003.46","61.754531266688"
"14_1904_AR","14","1904_AR","3270","3022.45","67.678705249767"
"15_1904_AR","15","1904_AR","3470","3078.01","73.871054382213"
"16_1904_AR","16","1904_AR","3540","3092.03","78.446332681065"
"17_1904_AR","17","1904_AR","3620","3099.59","84.577457544135"
"18_1904_AR","18","1904_AR","4160","3101.23","89.825990328053"
"19_1904_AR","19","1904_AR","4170","3101.63","87.707557224044"
"0_1904_AR_FON","0","1904_AR_FON","0","0","0.8102914370661"
"1_1904_AR_FON","1","1904_AR_FON","100","99.99","0.8102914370661"
"2_1904_AR_FON","2","1904_AR_FON","110","109.99","0"
"3_1904_AR_FON","3","1904_AR_FON","400","399.84","1.8429051436665"
"4_1904_AR_FON","4","1904_AR_FON","540","538.15","8.9115821384536"
"5_1904_AR_FON","5","1904_AR_FON","2600","2555.04","11.742304390879"
"6_1904_AR_FON","6","1904_AR_FON","2680","2630.09","20.260978313773"
"7_1904_AR_FON","7","1904_AR_FON","2740","2684.26","25.466967738828"
"8_1904_AR_FON","8","1904_AR_FON","2790","2726.82","31.657571152062"
"9_1904_AR_FON","9","1904_AR_FON","2830","2758.39","37.884522028987"
"10_1904_AR_FON","10","1904_AR_FON","2870","2787.29","43.738727326461"
"11_1904_AR_FON","11","1904_AR_FON","2900","2806.5","50.183320181189"
"12_1904_AR_FON","12","1904_AR_FON","3180","2984.53","50.519065053111"
"13_1904_AR_FON","13","1904_AR_FON","3220","3003.46","61.754531266688"
"14_1904_AR_FON","14","1904_AR_FON","3270","3022.45","67.678705249767"
"15_1904_AR_FON","15","1904_AR_FON","3470","3078.01","73.871054382213"
"16_1904_AR_FON","16","1904_AR_FON","3540","3092.03","78.446332681065"
"17_1904_AR_FON","17","1904_AR_FON","3620","3099.59","84.577457544135"
"18_1904_AR_FON","18","1904_AR_FON","4160","3101.23","89.825990328053"
"19_1904_AR_FON","19","1904_AR_FON","4170","3101.63","87.707557224044"
"0_1905_AR_PROJECT","0","1905_AR_PROJECT","0","0","0.71067123613272"
"1_1905_AR_PROJECT","1","1905_AR_PROJECT","130","129.99","0.71067123613272"
"2_1905_AR_PROJECT","2","1905_AR_PROJECT","140","139.99","0"
"3_1905_AR_PROJECT","3","1905_AR_PROJECT","660","659.87","1.2309344704608"
"4_1905_AR_PROJECT","4","1905_AR_PROJECT","720","719.15","8.8851242702282"
"5_1905_AR_PROJECT","5","1905_AR_PROJECT","2600","2550.53","13.058900675105"
"6_1905_AR_PROJECT","6","1905_AR_PROJECT","2640","2588.08","20.157316215576"
"7_1905_AR_PROJECT","7","1905_AR_PROJECT","2710","2651.31","25.406621741568"
"8_1905_AR_PROJECT","8","1905_AR_PROJECT","2820","2743.63","32.936599083054"
"9_1905_AR_PROJECT","9","1905_AR_PROJECT","2880","2790.85","38.093965962809"
"10_1905_AR_PROJECT","10","1905_AR_PROJECT","2920","2819.16","44.947857230867"
"11_1905_AR_PROJECT","11","1905_AR_PROJECT","3180","2986.49","49.940938281682"
"12_1905_AR_PROJECT","12","1905_AR_PROJECT","3220","3008.77","56.151419403705"
"13_1905_AR_PROJECT","13","1905_AR_PROJECT","3250","3022.83","62.052218258584"
"14_1905_AR_PROJECT","14","1905_AR_PROJECT","3300","3041.78","67.728245893246"
"15_1905_AR_PROJECT","15","1905_AR_PROJECT","3380","3063.46","74.276218664462"
"16_1905_AR_PROJECT","16","1905_AR_PROJECT","3470","3081.15","78.664390837512"
"17_1905_AR_PROJECT","17","1905_AR_PROJECT","3560","3087.14","86.183826639165"
"18_1905_AR_PROJECT","18","1905_AR_PROJECT","4100","3087.31","89.981962439485"
"19_1905_AR_PROJECT","19","1905_AR_PROJECT","4107","3087.14","91.391605747797"
"0_1906_AR","0","1906_AR","0","0","0.8102914370661"
"1_1906_AR","1","1906_AR","100","99.99","0.8102914370661"
"2_1906_AR","2","1906_AR","110","109.99","0"
"3_1906_AR","3","1906_AR","600","599.91","1.0353578786916"
"4_1906_AR","4","1906_AR","640","639.75","5.1264000819472"
"5_1906_AR","5","1906_AR","680","679.36","8.0074352363419"
"6_1906_AR","6","1906_AR","920","916.1","9.4543926598953"
"7_1906_AR","7","1906_AR","960","955.98","4.439222274843"
"8_1906_AR","8","1906_AR","3080","3075.54","1.1673566177949"
"9_1906_AR","9","1906_AR","3090","3085.54","0"
"10_1906_AR","10","1906_AR","3091","3086.54","0"
"0_1907_AR","0","1907_AR","0","0","0.87173593278308"
"1_1907_AR","1","1907_AR","259.2","259.17","0.87173593278308"
"2_1907_AR","2","1907_AR","283.7","283.61","4.010688055405"
"3_1907_AR","3","1907_AR","357.5","356.8","7.371807103212"
"4_1907_AR","4","1907_AR","406.7","404.6","13.701065506264"
"5_1907_AR","5","1907_AR","480.4","473.84","20.034853003953"
"6_1907_AR","6","1907_AR","578.8","562.55","25.640829357513"
"7_1907_AR","7","1907_AR","3117.61","2739.21","30.979176387789"
"8_1907_AR","8","1907_AR","3191.36","2796.78","38.683524058222"
"9_1907_AR","9","1907_AR","3265.12","2848.28","45.716399126326"
"10_1907_AR","10","1907_AR","3338.85","2893.61","52.061826312487"
"11_1907_AR","11","1907_AR","3508.33","2985.92","56.99815525588"
"12_1907_AR","12","1907_AR","3630","3040.91","63.130480632467"
"13_1907_AR","13","1907_AR","3680","3057.5","70.621935370612"
"14_1907_AR","14","1907_AR","3720","3065.76","78.082678269975"
"15_1907_AR","15","1907_AR","3770","3071.04","83.938263781642"
"16_1907_AR","16","1907_AR","3860","3072.16","89.286967450272"
"17_1907_AR","17","1907_AR","3870","3072.02","90.802167118764"
"0_1_SML","0","1_SML","0","0","0"
"1_1_SML","1","1_SML","2752","2752","0"
"0_200-Kulg","0","200-Kulg","0","0","5.1264000819477"
"1_200-Kulg","1","200-Kulg","250","249","5.1264000819477"
"2_200-Kulg","2","200-Kulg","260","259","0"
"3_200-Kulg","3","200-Kulg","520","510","15.119346164522"
"4_200-Kulg","4","200-Kulg","1490","1350","30.005273351507"
"5_200-Kulg","5","200-Kulg","2840","2660","13.982310649477"
"6_200-Kulg","6","200-Kulg","3340","3012","45.251187915919"
"7_200-Kulg","7","200-Kulg","4010","3076","84.518612819121"
"8_200-Kulg","8","200-Kulg","4012","3076","90"
"0_2003_AR","0","2003_AR","0","0","0.4931250772483"
"1_2003_AR","1","2003_AR","270","269.99","0.4931250772483"
"2_2003_AR","2","2003_AR","280","279.98","2.562558733122"
"3_2003_AR","3","2003_AR","340","339.72","5.3358748186418"
"4_2003_AR","4","2003_AR","390","389","9.7351222814146"
"5_2003_AR","5","2003_AR","430","427.62","15.093979219257"
"6_2003_AR","6","2003_AR","470","465.22","19.948443588803"
"7_2003_AR","7","2003_AR","510","501.66","24.356088036182"
"8_2003_AR","8","2003_AR","2880","2616.86","26.812243354135"
"9_2003_AR","9","2003_AR","2930","2658.79","33.007422975447"
"10_2003_AR","10","2003_AR","2990","2706.72","36.981162130639"
"11_2003_AR","11","2003_AR","3100","2789.28","41.362351042021"
"12_2003_AR","12","2003_AR","3140","2816.77","46.587185171422"
"13_2003_AR","13","2003_AR","3190","2848.16","51.112003607888"
"14_2003_AR","14","2003_AR","3380","2962.25","53.0961696835"
"15_2003_AR","15","2003_AR","3410","2976.74","61.118479251092"
"16_2003_AR","16","2003_AR","3550","3036.53","64.71815130444"
"0_2004_AR","0","2004_AR","0","0","0.52303833093495"
"1_2004_AR","1","2004_AR","240","239.99","0.52303833093495"
"2_2004_AR","2","2004_AR","250","249.99","0"
"3_2004_AR","3","2004_AR","370","369.9","2.219194713031"
"4_2004_AR","4","2004_AR","420","419.44","7.7779485501793"
"5_2004_AR","5","2004_AR","460","458.57","11.971748298358"
"6_2004_AR","6","2004_AR","500","497.01","16.054308074274"
"7_2004_AR","7","2004_AR","540","534.58","20.074017230812"
"8_2004_AR","8","2004_AR","580","571.06","24.216783413293"
"9_2004_AR","9","2004_AR","620","606.24","28.417892572822"
"10_2004_AR","10","2004_AR","660","639.88","32.754131716068"
"11_2004_AR","11","2004_AR","710","679.83","36.965284787526"
"12_2004_AR","12","2004_AR","3420","2771.28","39.488452193479"
"13_2004_AR","13","2004_AR","3480","2821.95","32.381595473487"
"14_2004_AR","14","2004_AR","3510","2848.66","27.084836679628"
"15_2004_AR","15","2004_AR","3560","2894.74","22.838876675516"
"16_2004_AR","16","2004_AR","3640","2970.55","18.62574405817"
"17_2004_AR","17","2004_AR","3700","3028.27","15.845807549752"
"18_2004_AR","18","2004_AR","3710","3037.91","15.420570792993"
"0_2005_AR","0","2005_AR","0","0","0.92371505400242"
"1_2005_AR","1","2005_AR","307.8","307.76","0.92371505400242"
"2_2005_AR","2","2005_AR","332.4","332.32","3.2678261018821"
"3_2005_AR","3","2005_AR","480","478.9","6.739768146088"
"4_2005_AR","4","2005_AR","750.4","743.85","11.522976966725"
"5_2005_AR","5","2005_AR","848.5","837.94","16.438640636854"
"6_2005_AR","6","2005_AR","897.7","883.24","22.966711966319"
"7_2005_AR","7","2005_AR","1051.6","1019.61","27.613441441374"
"8_2005_AR","8","2005_AR","2774.2","2547.79","27.484498842108"
"9_2005_AR","9","2005_AR","2847.9","2607.96","35.272196126279"
"10_2005_AR","10","2005_AR","2921.6","2663.94","40.574064639312"
"11_2005_AR","11","2005_AR","3032.29","2743.71","43.890893864512"
"12_2005_AR","12","2005_AR","3314.79","2933.54","47.781124614848"
"13_2005_AR","13","2005_AR","3363.96","2960.77","56.372382731977"
"14_2005_AR","14","2005_AR","3394.6","2975.48","61.308629395823"
"15_2005_AR","15","2005_AR","3520","3028.33","65.073748404468"
"16_2005_AR","16","2005_AR","3580","3048.64","70.214487707748"
"17_2005_AR","17","2005_AR","3610","3055.66","76.467316463171"
"18_2005_AR","18","2005_AR","3670","3065.59","80.473718291545"
"19_2005_AR","19","2005_AR","3676.57","3066.19","84.760208028562"
"0_2006_AR","0","2006_AR","0","-109.82","0.55915177293532"
"1_2006_AR","1","2006_AR","210","100.17","0.55915177293532"
"2_2006_AR","2","2006_AR","220","110.16","2.5625587331239"
"3_2006_AR","3","2006_AR","280","169.85","5.8267987346213"
"4_2006_AR","4","2006_AR","1340","1206","12.177175674021"
"5_2006_AR","5","2006_AR","2670","2502.41","12.90431944996"
"6_2006_AR","6","2006_AR","2770","2596.51","19.779822812305"
"7_2006_AR","7","2006_AR","2800","2623.04","27.83040759864"
"8_2006_AR","8","2006_AR","2830","2648.06","33.488145501172"
"9_2006_AR","9","2006_AR","2860","2671.21","39.496209128115"
"10_2006_AR","10","2006_AR","2890","2692.25","45.465924354377"
"11_2006_AR","11","2006_AR","3000","2761.23","51.164180287719"
"12_2006_AR","12","2006_AR","3060","2795.34","55.354307706573"
"13_2006_AR","13","2006_AR","3110","2818.92","61.861793787583"
"14_2006_AR","14","2006_AR","3240","2869.56","67.074215818105"
"15_2006_AR","15","2006_AR","3310","2890.99","72.173065859089"
"16_2006_AR","16","2006_AR","3510","2943.48","74.784513723776"
"17_2006_AR","17","2006_AR","3560","2948.67","84.041966163032"
"18_2006_AR","18","2006_AR","3710","2949.39","89.724979202251"
"19_2006_AR","19","2006_AR","3720","2949.25","90.802167118764"
"0_2007_AR","0","2007_AR","0","0","0.92296569471834"
"1_2007_AR","1","2007_AR","308.3","308.26","0.92296569471834"
"2_2007_AR","2","2007_AR","332.8","332.68","4.6314590418103"
"3_2007_AR","3","2007_AR","750.9","744.26","10.131817148916"
"4_2007_AR","4","2007_AR","2278.33","2187.66","19.09350096285"
"5_2007_AR","5","2007_AR","2475.64","2382.76","8.5835199082909"
"6_2007_AR","6","2007_AR","2598.5","2499.14","18.691641362045"
"7_2007_AR","7","2007_AR","2696.8","2585.55","28.472774923943"
"8_2007_AR","8","2007_AR","2795.07","2663.05","37.941072354565"
"9_2007_AR","9","2007_AR","3163.89","2920.87","45.649951680325"
"10_2007_AR","10","2007_AR","3300","2999.21","54.86086922367"
"11_2007_AR","11","2007_AR","3380","3034.67","63.68857147655"
"12_2007_AR","12","2007_AR","3440","3052.58","72.632468093828"
"13_2007_AR","13","2007_AR","3540","3069.05","80.520192692514"
"14_2007_AR","14","2007_AR","4116.69","3070.91","89.81520342877"
"15_2007_AR","15","2007_AR","4131","3070.68","90.920936180019"
"0_2009_AR","0","2009_AR","0","0","0.95813992607637"
"1_2009_AR","1","2009_AR","357.6","357.55","0.95813992607637"
"2_2009_AR","2","2009_AR","382.3","382.2","3.64625841601"
"3_2009_AR","3","2009_AR","456.1","455.49","6.7397681460878"
"4_2009_AR","4","2009_AR","554.4","551.8","11.548426224348"
"5_2009_AR","5","2009_AR","2528.1","2459.26","14.886047143053"
"6_2009_AR","6","2009_AR","2626.4","2550.44","21.941068169106"
"7_2009_AR","7","2009_AR","2724.6","2636.39","28.924880289772"
"8_2009_AR","8","2009_AR","2773.7","2676.65","34.919283588607"
"9_2009_AR","9","2009_AR","2847.3","2732.59","40.531010692982"
"10_2009_AR","10","2009_AR","2896.4","2766.78","45.866383709947"
"11_2009_AR","11","2009_AR","2994.7","2829.43","50.40664007952"
"12_2009_AR","12","2009_AR","3191.2","2946.65","53.37754672183"
"13_2009_AR","13","2009_AR","3255.38","2976.96","61.818543973396"
"14_2009_AR","14","2009_AR","3310","2998.11","67.218320490938"
"15_2009_AR","15","2009_AR","3470","3052.74","70.035521444909"
"16_2009_AR","16","2009_AR","3510","3061.77","76.953015230506"
"17_2009_AR","17","2009_AR","3570","3071.11","81.0445372301"
"18_2009_AR","18","2009_AR","3610","3074.23","85.526385108352"
"19_2009_AR","19","2009_AR","3620","3074.36","89.255133884929"
"0_200_URM","0","200_URM","0","-122.25","0.71067123613272"
"1_200_URM","1","200_URM","130","7.74","0.71067123613272"
"2_200_URM","2","200_URM","140","17.74","1.2074182697257E-6"
"3_200_URM","3","200_URM","180","57.7","2.5625587331229"
"4_200_URM","4","200_URM","200","77.54","7.2522468650593"
"5_200_URM","5","200_URM","240","116.86","10.579844096123"
"6_200_URM","6","200_URM","290","165.42","13.784205158693"
"7_200_URM","7","200_URM","450","319.12","16.131819069714"
"8_200_URM","8","200_URM","480","347.26","20.28164981295"
"9_200_URM","9","200_URM","510","374.74","23.651858175449"
"10_200_URM","10","200_URM","570","428.55","26.255104628746"
"11_200_URM","11","200_URM","2070","1762.98","27.174464963472"
"12_200_URM","12","200_URM","2100","1790.87","21.617086090148"
"13_200_URM","13","200_URM","2200","1885.78","18.35929876409"
"14_200_URM","14","200_URM","2310","1991.71","15.634598901019"
"15_200_URM","15","200_URM","2850","2517.3","13.266100090856"
"16_200_URM","16","200_URM","3150","2813.23","9.4485774499704"
"17_200_URM","17","200_URM","3310","2971.96","7.2238244938145"
"18_200_URM","18","200_URM","3320","2981.86","8.1096144559905"
"0_2010_AR","0","2010_AR","0","0","0.54629589218931"
"1_2010_AR","1","2010_AR","220","219.99","0.54629589218931"
"2_2010_AR","2","2010_AR","230","229.98","2.5625587331256"
"3_2010_AR","3","2010_AR","290","289.68","5.7319679651975"
"4_2010_AR","4","2010_AR","380","377.98","11.153902082898"
"5_2010_AR","5","2010_AR","480","474.75","14.602084320082"
"6_2010_AR","6","2010_AR","2690","2565.4","18.915892545381"
"7_2010_AR","7","2010_AR","2750","2619.44","25.754163571005"
"8_2010_AR","8","2010_AR","2790","2653.86","30.62723070494"
"9_2010_AR","9","2010_AR","2830","2686.39","35.585308441321"
"10_2010_AR","10","2010_AR","2880","2724.55","40.252879209479"
"11_2010_AR","11","2010_AR","2940","2766.72","45.345232934583"
"12_2010_AR","12","2010_AR","3220","2945.4","50.34652398088"
"13_2010_AR","13","2010_AR","3260","2967.54","56.392539463338"
"14_2010_AR","14","2010_AR","3320","2996.09","61.586377846394"
"15_2010_AR","15","2010_AR","3390","3024.91","65.687430869198"
"16_2010_AR","16","2010_AR","3440","3041.62","70.476102292177"
"17_2010_AR","17","2010_AR","3490","3054.48","75.096015315048"
"18_2010_AR","18","2010_AR","3510","3058.74","77.701781901945"
"19_2010_AR","19","2010_AR","3520.66","3060.64","79.732948214271"
"0_2011_AR","0","2011_AR","0","0","0.77258198631832"
"1_2011_AR","1","2011_AR","110","109.99","0.77258198631832"
"2_2011_AR","2","2011_AR","120","119.99","0"
"3_2011_AR","3","2011_AR","600","599.73","1.8859201079925"
"4_2011_AR","4","2011_AR","710","708.79","7.495747877278"
"5_2011_AR","5","2011_AR","770","766.65","15.348581192206"
"6_2011_AR","6","2011_AR","830","823.06","19.920435242314"
"7_2011_AR","7","2011_AR","880","868.1","25.736576274807"
"8_2011_AR","8","2011_AR","1040","1003.49","32.200609226699"
"9_2011_AR","9","2011_AR","3000","2663.54","32.116992375258"
"10_2011_AR","10","2011_AR","3250","2853.73","40.468756306789"
"11_2011_AR","11","2011_AR","3440","2989.71","44.300699210127"
"12_2011_AR","12","2011_AR","3510","3030.43","54.42879308977"
"13_2011_AR","13","2011_AR","3540","3045.27","60.352227636488"
"14_2011_AR","14","2011_AR","3570","3057.24","66.484321477415"
"15_2011_AR","15","2011_AR","3600","3066.2","72.622462371882"
"16_2011_AR","16","2011_AR","3630","3072.15","78.560486199672"
"17_2011_AR","17","2011_AR","3658.1","3074.82","84.547656056993"
"18_2011_AR","18","2011_AR","3810","3075","89.932105051178"
"19_2011_AR","19","2011_AR","3819","3075.01","89.936338009663"
"0_2011_AR_FON","0","2011_AR_FON","0","0","0.77258198631832"
"1_2011_AR_FON","1","2011_AR_FON","110","109.99","0.77258198631832"
"2_2011_AR_FON","2","2011_AR_FON","120","119.99","0"
"3_2011_AR_FON","3","2011_AR_FON","600","599.73","1.8859201079925"
"4_2011_AR_FON","4","2011_AR_FON","710","708.79","7.495747877278"
"5_2011_AR_FON","5","2011_AR_FON","770","766.65","15.348581192206"
"6_2011_AR_FON","6","2011_AR_FON","830","823.06","19.920435242314"
"7_2011_AR_FON","7","2011_AR_FON","880","868.1","25.736576274807"
"8_2011_AR_FON","8","2011_AR_FON","1040","1003.49","32.200609226699"
"9_2011_AR_FON","9","2011_AR_FON","3000","2663.54","32.116992375258"
"10_2011_AR_FON","10","2011_AR_FON","3250","2853.73","40.468756306789"
"11_2011_AR_FON","11","2011_AR_FON","3440","2989.71","44.300699210127"
"12_2011_AR_FON","12","2011_AR_FON","3510","3030.43","54.42879308977"
"13_2011_AR_FON","13","2011_AR_FON","3540","3045.27","60.352227636488"
"14_2011_AR_FON","14","2011_AR_FON","3570","3057.24","66.484321477415"
"15_2011_AR_FON","15","2011_AR_FON","3600","3066.2","72.622462371882"
"16_2011_AR_FON","16","2011_AR_FON","3630","3072.15","78.560486199672"
"17_2011_AR_FON","17","2011_AR_FON","3658.1","3074.82","84.547656056993"
"18_2011_AR_FON","18","2011_AR_FON","3810","3075","89.932105051178"
"19_2011_AR_FON","19","2011_AR_FON","3819","3075.01","89.936338009663"
"0_2012_AR","0","2012_AR","0","0","2.2919839967772"
"1_2012_AR","1","2012_AR","1250","1249","2.2919839967772"
"2_2012_AR","2","2012_AR","1260","1259","0"
"3_2012_AR","3","2012_AR","3140","3079","14.514303081558"
"4_2012_AR","4","2012_AR","3150","3089","0"
"0_201_URM","0","201_URM","0","0","1.1356567029249"
"1_201_URM","1","201_URM","280","279.945","1.1356567029249"
"2_201_URM","2","201_URM","290","289.937","2.2919839967745"
"3_201_URM","3","201_URM","540","539.543","3.2171609652935"
"4_201_URM","4","201_URM","620","618.774","7.9506806418865"
"5_201_URM","5","201_URM","690","687.208","12.14220272227"
"6_201_URM","6","201_URM","740","735.18","16.374406128423"
"7_201_URM","7","201_URM","780","772.537","20.944840495854"
"8_201_URM","8","201_URM","810","799.637","25.40026174647"
"9_201_URM","9","201_URM","840","825.757","29.463796886044"
"10_201_URM","10","201_URM","870","850.78","33.477759976947"
"11_201_URM","11","201_URM","910","882.603","37.290400380129"
"12_201_URM","12","201_URM","2990","2512.9","38.390481745177"
"13_201_URM","13","201_URM","3080","2588.39","32.988719864326"
"14_201_URM","14","201_URM","3200","2694.28","28.064727147099"
"15_201_URM","15","201_URM","3280","2766.51","25.46141513675"
"16_201_URM","16","201_URM","3370","2851.18","19.817413079126"
"17_201_URM","17","201_URM","3570","3041.99","17.436429712391"
"18_201_URM","18","201_URM","3600","3070.67","17.05962125685"
"0_202-Kulg","0","202-Kulg","0","0","1.3961288264341"
"1_202-Kulg","1","202-Kulg","235.8","235.73","1.3961288264341"
"2_202-Kulg","2","202-Kulg","260.5","260.28","6.317639100509"
"3_202-Kulg","3","202-Kulg","285.2","284.65","9.3762858399185"
"4_202-Kulg","4","202-Kulg","309.9","308.88","11.195130391796"
"5_202-Kulg","5","202-Kulg","383.9","380.97","13.04598967175"
"6_202-Kulg","6","202-Kulg","408.6","404.64","16.604607960378"
"7_202-Kulg","7","202-Kulg","482.8","475.07","18.34266990631"
"8_202-Kulg","8","202-Kulg","1051.7","1014.56","18.503595022116"
"9_202-Kulg","9","202-Kulg","1076.3","1038.36","14.652073906304"
"10_202-Kulg","10","202-Kulg","1100.7","1062.18","12.517591378618"
"11_202-Kulg","11","202-Kulg","2646.2","2571.42","12.435687711377"
"12_202-Kulg","12","202-Kulg","2695.9","2619.03","16.675020412348"
"13_202-Kulg","13","202-Kulg","2745.3","2665.38","20.238777899903"
"14_202-Kulg","14","202-Kulg","2770","2687.77","24.976949938353"
"15_202-Kulg","15","202-Kulg","2794.9","2709.8","27.780585782206"
"16_202-Kulg","16","202-Kulg","2819.7","2731.24","30.1725006389"
"17_202-Kulg","17","202-Kulg","2844.4","2751.77","33.780465095919"
"18_202-Kulg","18","202-Kulg","2851","2757.06","36.724966775742"
"0_2022_AR","0","2022_AR","0","0","0.53428783471514"
"1_2022_AR","1","2022_AR","230","229.99","0.53428783471514"
"2_2022_AR","2","2022_AR","240","239.99","0"
"3_2022_AR","3","2022_AR","290","289.89","3.6243074940084"
"4_2022_AR","4","2022_AR","350","349.42","7.1762050541339"
"5_2022_AR","5","2022_AR","400","398.16","12.890036943852"
"6_2022_AR","6","2022_AR","450","445.63","18.304648463033"
"7_2022_AR","7","2022_AR","530","519.18","23.165118437504"
"8_2022_AR","8","2022_AR","590","572.27","27.768981781109"
"9_2022_AR","9","2022_AR","3050","2682.77","30.915401726631"
"10_2022_AR","10","2022_AR","3100","2722.18","37.98238455045"
"11_2022_AR","11","2022_AR","3130","2744.36","42.325343273985"
"12_2022_AR","12","2022_AR","3170","2771.7","46.882245463088"
"13_2022_AR","13","2022_AR","3210","2796.59","51.51937179414"
"14_2022_AR","14","2022_AR","3570","3002.49","55.114070617382"
"15_2022_AR","15","2022_AR","3630","3030.62","62.041407704051"
"16_2022_AR","16","2022_AR","3670","3045.57","68.052923740902"
"17_2022_AR","17","2022_AR","3710","3056.98","73.426207136751"
"18_2022_AR","18","2022_AR","3720","3059.29","76.644046933308"
"19_2022_AR","19","2022_AR","3727.5","3060.86","77.91671325425"
"0_2023_AR","0","2023_AR","0","0","0.4931250772483"
"1_2023_AR","1","2023_AR","270","269.99","0.4931250772483"
"2_2023_AR","2","2023_AR","280","279.98","2.562558733122"
"3_2023_AR","3","2023_AR","340","339.72","5.3358748186418"
"4_2023_AR","4","2023_AR","390","389","9.7351222814146"
"5_2023_AR","5","2023_AR","430","427.62","15.093979219257"
"6_2023_AR","6","2023_AR","470","465.22","19.948443588803"
"7_2023_AR","7","2023_AR","510","501.66","24.356088036182"
"8_2023_AR","8","2023_AR","2880","2616.86","26.812243354135"
"9_2023_AR","9","2023_AR","2930","2658.79","33.007422975447"
"10_2023_AR","10","2023_AR","2990","2706.72","36.981162130639"
"11_2023_AR","11","2023_AR","3100","2789.28","41.362351042021"
"12_2023_AR","12","2023_AR","3140","2816.77","46.587185171422"
"13_2023_AR","13","2023_AR","3190","2848.16","51.112003607888"
"14_2023_AR","14","2023_AR","3380","2962.25","53.0961696835"
"15_2023_AR","15","2023_AR","3410","2976.74","61.118479251092"
"16_2023_AR","16","2023_AR","3550","3036.53","64.71815130444"
"17_2023_AR","17","2023_AR","3640","3068.06","69.492295379564"
"18_2023_AR","18","2023_AR","3670","3075.93","74.791440951353"
"19_2023_AR","19","2023_AR","3674.16","3076.72","79.052827174754"
"0_2027_AR","0","2027_AR","0","-109.41","0.48423915952971"
"1_2027_AR","1","2027_AR","280","170.58","0.48423915952971"
"2_2027_AR","2","2027_AR","290","180.58","0"
"3_2027_AR","3","2027_AR","330","220.51","3.3901585490898"
"4_2027_AR","4","2027_AR","390","279.93","7.9730864274947"
"5_2027_AR","5","2027_AR","450","338.44","12.795521992344"
"6_2027_AR","6","2027_AR","510","395.19","18.944528720699"
"7_2027_AR","7","2027_AR","2730","2448.04","22.375754321216"
