"","INDEX","WELLNAME","MD","TVD","ZENITH"
"COLUMN_LABELS","Индекс","Имя_скважины","Глубина_по_стволу","Глубина_по_вертикали","Зенитный_угол"
"13_769_URM_INJ","13","769_URM_INJ","2670","2234.3","30.336164837458"
"14_769_URM_INJ","14","769_URM_INJ","2790","2345.64","21.90044863253"
"15_769_URM_INJ","15","769_URM_INJ","2950","2500.38","14.732197539205"
"16_769_URM_INJ","16","769_URM_INJ","3110","2658.59","8.5784707846147"
"17_769_URM_INJ","17","769_URM_INJ","3530","3077.7","3.7306517395667"
"18_769_URM_INJ","18","769_URM_INJ","3540","3087.69","2.5625587330928"
"0_770_URM_INJ","0","770_URM_INJ","0","0","0.48423915952971"
"1_770_URM_INJ","1","770_URM_INJ","280","279.99","0.48423915952971"
"2_770_URM_INJ","2","770_URM_INJ","290","289.99","0"
"3_770_URM_INJ","3","770_URM_INJ","370","369.76","4.3457091790356"
"4_770_URM_INJ","4","770_URM_INJ","410","408.95","11.550100204541"
"5_770_URM_INJ","5","770_URM_INJ","470","465.75","18.796905035029"
"6_770_URM_INJ","6","770_URM_INJ","780","749.69","23.661070597554"
"7_770_URM_INJ","7","770_URM_INJ","1320","1231.72","26.7920782984"
"8_770_URM_INJ","8","770_URM_INJ","1510","1411.22","19.137098735784"
"9_770_URM_INJ","9","770_URM_INJ","1630","1526.32","16.429866857686"
"10_770_URM_INJ","10","770_URM_INJ","1680","1571.42","25.577783542214"
"11_770_URM_INJ","11","770_URM_INJ","1720","1604.64","33.849865602953"
"12_770_URM_INJ","12","770_URM_INJ","1750","1626.55","43.085654155744"
"13_770_URM_INJ","13","770_URM_INJ","3000","2501.59","45.570428578363"
"14_770_URM_INJ","14","770_URM_INJ","3170","2641.18","34.803168492649"
"15_770_URM_INJ","15","770_URM_INJ","3210","2677.09","26.136127022709"
"16_770_URM_INJ","16","770_URM_INJ","3240","2705.65","17.824235824644"
"17_770_URM_INJ","17","770_URM_INJ","3390","2853.19","10.390941091776"
"18_770_URM_INJ","18","770_URM_INJ","3510","2971.67","9.1291068752812"
"19_770_URM_INJ","19","770_URM_INJ","3520","2981.55","8.885124270224"
"0_801_URM","0","801_URM","0","0","1.0551392834065"
"1_801_URM","1","801_URM","235.9","235.86","1.0551392834065"
"2_801_URM","2","801_URM","260.6","260.5","3.9944108419373"
"3_801_URM","3","801_URM","952.9","948.56","6.3444692312832"
"4_801_URM","4","801_URM","2619.9","2604.66","6.5557141192429"
"5_801_URM","5","801_URM","2669.2","2651.94","16.458263347596"
"6_801_URM","6","801_URM","2718.8","2697.91","22.056421270387"
"7_801_URM","7","801_URM","2743.6","2719.98","27.136885200711"
"8_801_URM","8","801_URM","2793.1","2762.68","30.387249168012"
"9_801_URM","9","801_URM","2867.5","2823.82","34.73720627324"
"10_801_URM","10","801_URM","2916.6","2860.85","41.046651455171"
"11_801_URM","11","801_URM","2980","2905.56","45.153888107364"
"12_801_URM","12","801_URM","3138.94","3010.48","48.690721677459"
"13_801_URM","13","801_URM","3176.22","3031.92","54.892853444689"
"14_801_URM","14","801_URM","3213.32","3051.06","58.942170462062"
"15_801_URM","15","801_URM","3273.64","3079.27","62.11668635118"
"16_801_URM","16","801_URM","3310","3093.94","66.205006448949"
"17_801_URM","17","801_URM","3320","3097.64","68.284382716737"
"0_802_URM","0","802_URM","0","0","0.7192339608407"
"1_802_URM","1","802_URM","330","329.974","0.7192339608407"
"2_802_URM","2","802_URM","340","339.953","3.71384101701"
"3_802_URM","3","802_URM","400","399.46","7.3499313846715"
"4_802_URM","4","802_URM","480","477.138","13.838207201628"
"5_802_URM","5","802_URM","590","580.541","19.943862986939"
"6_802_URM","6","802_URM","2850","2674.41","22.10577462202"
"7_802_URM","7","802_URM","2960","2769.49","30.189879905814"
"8_802_URM","8","802_URM","3030","2824.52","38.173497536599"
"9_802_URM","9","802_URM","3120","2889.45","43.826134432814"
"10_802_URM","10","802_URM","3260","2977.38","51.092021072893"
"11_802_URM","11","802_URM","3370","3040.29","55.116539953971"
"12_802_URM","12","802_URM","3430","3067.27","63.277700357792"
"13_802_URM","13","802_URM","3530","3102.21","69.549379167119"
"14_802_URM","14","802_URM","3600","3120.34","74.989266036873"
"15_802_URM","15","802_URM","3650","3126.96","82.391698766422"
"16_802_URM","16","802_URM","3980","3129.11","89.626706674386"
"17_802_URM","17","802_URM","3990","3129.09","90.114591635421"
"0_803_URM","0","803_URM","0","0","0.64058962550912"
"1_803_URM","1","803_URM","160","159.99","0.64058962550912"
"2_803_URM","2","803_URM","170","169.98","2.5625587331256"
"3_803_URM","3","803_URM","230","229.77","4.7951081080522"
"4_803_URM","4","803_URM","370","367.59","10.124347048106"
"5_803_URM","5","803_URM","2700","2653.62","11.148674886822"
"6_803_URM","6","803_URM","2730","2681.85","19.779822812306"
"7_803_URM","7","803_URM","2760","2709.04","24.996536378104"
"8_803_URM","8","803_URM","2800","2743.72","29.888130267524"
"9_803_URM","9","803_URM","2850","2785.12","34.106165544266"
"10_803_URM","10","803_URM","2920","2840.18","38.133749327661"
"11_803_URM","11","803_URM","2950","2861.54","44.602125316246"
"12_803_URM","12","803_URM","3100","2961.14","48.394346216084"
"13_803_URM","13","803_URM","3190","3017","51.635165634894"
"14_803_URM","14","803_URM","3230","3038.33","57.774691614234"
"15_803_URM","15","803_URM","3270","3056.75","62.580623704863"
"16_803_URM","16","803_URM","3360","3091.64","67.190609715903"
"17_803_URM","17","803_URM","3370","3095.13","69.573837153002"
"0_804_URM","0","804_URM","0","0","0.48423915952971"
"1_804_URM","1","804_URM","280","279.99","0.48423915952971"
"2_804_URM","2","804_URM","290","289.99","0"
"3_804_URM","3","804_URM","350","349.77","4.9080178760035"
"4_804_URM","4","804_URM","430","428.52","10.14179336568"
"5_804_URM","5","804_URM","2700","2626.07","14.51462449707"
"6_804_URM","6","804_URM","2750","2671.71","24.104795204452"
"7_804_URM","7","804_URM","2850","2757.54","30.873760499604"
"8_804_URM","8","804_URM","2910","2806.02","36.099016258732"
"9_804_URM","9","804_URM","2960","2842.24","43.581042230638"
"10_804_URM","10","804_URM","3210","3001.83","50.330362747765"
"11_804_URM","11","804_URM","3260","3028.01","58.425956327686"
"12_804_URM","12","804_URM","3360","3070.78","64.678315323015"
"13_804_URM","13","804_URM","3470","3105.16","71.787301451937"
"14_804_URM","14","804_URM","3550","3121.85","77.958214100584"
"15_804_URM","15","804_URM","3590","3125.8","84.332805529342"
"16_804_URM","16","804_URM","3830","3124.56","90.296029511218"
"17_804_URM","17","804_URM","3831","3124.55","90.572967344844"
"0_805_URM","0","805_URM","0","0","0.77258198631832"
"1_805_URM","1","805_URM","110","109.99","0.77258198631832"
"2_805_URM","2","805_URM","120","119.99","0"
"3_805_URM","3","805_URM","280","279.65","3.7358895991469"
"4_805_URM","4","805_URM","400","397.05","11.948708260767"
"5_805_URM","5","805_URM","640","620.72","21.257829482476"
"6_805_URM","6","805_URM","2430","2287.88","21.349933065185"
"7_805_URM","7","805_URM","2810","2656.34","14.156437535864"
"8_805_URM","8","805_URM","2880","2718.2","27.906286223078"
"9_805_URM","9","805_URM","2970","2791.68","35.269563335378"
"10_805_URM","10","805_URM","3060","2857.72","42.795959425845"
"11_805_URM","11","805_URM","3120","2895.65","50.789843212388"
"12_805_URM","12","805_URM","3390","3050.05","55.120537770195"
"13_805_URM","13","805_URM","3450","3074.44","66.014840934028"
"14_805_URM","14","805_URM","3560","3109.71","71.2985861822"
"15_805_URM","15","805_URM","3630","3121.43","80.361655714227"
"16_805_URM","16","805_URM","3920","3124.7","89.353927001751"
"17_805_URM","17","805_URM","3923.35","3124.66","90.684144967768"
"0_806_URM","0","806_URM","0","0","0.54629589218931"
"1_806_URM","1","806_URM","220","219.99","0.54629589218931"
"2_806_URM","2","806_URM","230","229.98","2.5625587331256"
"3_806_URM","3","806_URM","310","309.47","6.4730463065849"
"4_806_URM","4","806_URM","380","377.71","12.875352212016"
"5_806_URM","5","806_URM","440","434.31","19.380900127136"
"6_806_URM","6","806_URM","2450","2270.32","24.015159365532"
"7_806_URM","7","806_URM","2550","2367.84","12.78689566425"
"8_806_URM","8","806_URM","2820","2631.85","12.091365623986"
"9_806_URM","9","806_URM","2870","2679","19.438370662868"
"10_806_URM","10","806_URM","2960","2760.46","25.161747983652"
"11_806_URM","11","806_URM","3020","2811.19","32.274453624884"
"12_806_URM","12","806_URM","3070","2850.15","38.812613594357"
"13_806_URM","13","806_URM","3130","2892.77","44.737957281417"
"14_806_URM","14","806_URM","3310","3003.33","52.10457271224"
"15_806_URM","15","806_URM","3380","3041.52","56.936278286712"
"16_806_URM","16","806_URM","3440","3070.07","61.586377846394"
"17_806_URM","17","806_URM","3450","3074.38","64.468960594734"
"0_SB_1002_AR","0","SB_1002_AR","0","0","0.62146303045476"
"1_SB_1002_AR","1","SB_1002_AR","170","169.99","0.62146303045476"
"2_SB_1002_AR","2","SB_1002_AR","180","179.99","0"
"3_SB_1002_AR","3","SB_1002_AR","540","539.85","1.5979547353469"
"4_SB_1002_AR","4","SB_1002_AR","600","599.29","7.8341950957873"
"5_SB_1002_AR","5","SB_1002_AR","650","648.01","12.992373202798"
"6_SB_1002_AR","6","SB_1002_AR","690","686.04","18.05674564244"
"7_SB_1002_AR","7","SB_1002_AR","2590","2458.23","21.135297513451"
"8_SB_1002_AR","8","SB_1002_AR","2840","2680.64","27.171955743593"
"9_SB_1002_AR","9","SB_1002_AR","2870","2705.46","34.174226559931"
"10_SB_1002_AR","10","SB_1002_AR","2940","2759.59","39.35013299491"
"11_SB_1002_AR","11","SB_1002_AR","3000","2802.57","44.247422505869"
"12_SB_1002_AR","12","SB_1002_AR","3200","2935.31","48.417329932453"
"13_SB_1002_AR","13","SB_1002_AR","3260","2970.07","54.596333492005"
"14_SB_1002_AR","14","SB_1002_AR","3330","3004.26","60.762651633063"
"15_SB_1002_AR","15","SB_1002_AR","3380","3024.86","65.669466258935"
"16_SB_1002_AR","16","SB_1002_AR","3410","3034.07","72.121470763961"
"17_SB_1002_AR","17","SB_1002_AR","3490","3052.24","76.872132657626"
"18_SB_1002_AR","18","SB_1002_AR","3580","3069.2","79.137982341562"
"19_SB_1002_AR","19","SB_1002_AR","3585","3069.69","84.375986819513"
"0_SB_1105_AR","0","SB_1105_AR","0","0","0.53428783471514"
"1_SB_1105_AR","1","SB_1105_AR","230","229.99","0.53428783471514"
"2_SB_1105_AR","2","SB_1105_AR","240","239.99","0"
"3_SB_1105_AR","3","SB_1105_AR","790","789.89","1.0926042007833"
"4_SB_1105_AR","4","SB_1105_AR","850","849.4","7.3275037624243"
"5_SB_1105_AR","5","SB_1105_AR","900","898.37","11.649830618614"
"6_SB_1105_AR","6","SB_1105_AR","2660","2616.27","12.5571729576"
"7_SB_1105_AR","7","SB_1105_AR","2700","2653.8","20.240286590998"
"8_SB_1105_AR","8","SB_1105_AR","2760","2708.81","23.532558878116"
"9_SB_1105_AR","9","SB_1105_AR","2820","2761.69","28.196376745832"
"10_SB_1105_AR","10","SB_1105_AR","2990","2906.28","31.730702111188"
"11_SB_1105_AR","11","SB_1105_AR","3030","2938.29","36.846017768546"
"12_SB_1105_AR","12","SB_1105_AR","3060","2960.63","41.869523893681"
"13_SB_1105_AR","13","SB_1105_AR","3100","2987.96","46.901865490545"
"14_SB_1105_AR","14","SB_1105_AR","3130","3006.74","51.244377508921"
"15_SB_1105_AR","15","SB_1105_AR","3170","3029.17","55.892318878905"
"16_SB_1105_AR","16","SB_1105_AR","3280","3087.52","57.963828222021"
"17_SB_1105_AR","17","SB_1105_AR","3320","3104.73","64.516573185618"
"18_SB_1105_AR","18","SB_1105_AR","3340","3111.7","69.604404169198"
"19_SB_1105_AR","19","SB_1105_AR","3350","3115.18","69.634965123369"
"0_SB_1105_AR_13","0","SB_1105_AR_13","0","0","0.53428783471514"
"1_SB_1105_AR_13","1","SB_1105_AR_13","230","229.99","0.53428783471514"
"2_SB_1105_AR_13","2","SB_1105_AR_13","240","239.99","0"
"3_SB_1105_AR_13","3","SB_1105_AR_13","790","789.89","1.0926042007833"
"4_SB_1105_AR_13","4","SB_1105_AR_13","850","849.4","7.3275037624243"
"5_SB_1105_AR_13","5","SB_1105_AR_13","900","898.37","11.649830618614"
"6_SB_1105_AR_13","6","SB_1105_AR_13","2660","2616.27","12.5571729576"
"7_SB_1105_AR_13","7","SB_1105_AR_13","2700","2653.8","20.240286590998"
"8_SB_1105_AR_13","8","SB_1105_AR_13","2760","2708.81","23.532558878116"
"9_SB_1105_AR_13","9","SB_1105_AR_13","2820","2761.69","28.196376745832"
"10_SB_1105_AR_13","10","SB_1105_AR_13","2990","2906.28","31.730702111188"
"11_SB_1105_AR_13","11","SB_1105_AR_13","3030","2938.29","36.846017768546"
"12_SB_1105_AR_13","12","SB_1105_AR_13","3060","2960.63","41.869523893681"
"13_SB_1105_AR_13","13","SB_1105_AR_13","3100","2987.96","46.901865490545"
"14_SB_1105_AR_13","14","SB_1105_AR_13","3130","3006.74","51.244377508921"
"15_SB_1105_AR_13","15","SB_1105_AR_13","3170","3029.17","55.892318878905"
"16_SB_1105_AR_13","16","SB_1105_AR_13","3280","3087.52","57.963828222021"
"17_SB_1105_AR_13","17","SB_1105_AR_13","3320","3104.73","64.516573185618"
"18_SB_1105_AR_13","18","SB_1105_AR_13","3340","3111.7","69.604404169198"
"19_SB_1105_AR_13","19","SB_1105_AR_13","3350","3115.18","69.634965123369"
"0_SB_1111_AR","0","SB_1111_AR","0","0","0.70857791698441"
"1_SB_1111_AR","1","SB_1111_AR","340","339.974","0.70857791698441"
"2_SB_1111_AR","2","SB_1111_AR","350","349.952","3.8012691709869"
"3_SB_1111_AR","3","SB_1111_AR","400","399.683","5.9459830809009"
"4_SB_1111_AR","4","SB_1111_AR","440","439.135","9.4950003134428"
"5_SB_1111_AR","5","SB_1111_AR","490","487.958","12.456513448554"
"6_SB_1111_AR","6","SB_1111_AR","520","516.755","16.280654974229"
"7_SB_1111_AR","7","SB_1111_AR","550","544.952","19.965230503947"
"8_SB_1111_AR","8","SB_1111_AR","580","572.468","23.479886134752"
"9_SB_1111_AR","9","SB_1111_AR","2640","2453.01","24.092942647541"
"10_SB_1111_AR","10","SB_1111_AR","2700","2509.62","19.35210332436"
"11_SB_1111_AR","11","SB_1111_AR","2810","2614.76","17.095095350729"
"12_SB_1111_AR","12","SB_1111_AR","2940","2736.31","20.771855045329"
"13_SB_1111_AR","13","SB_1111_AR","3010","2803.46","16.40573390137"
"14_SB_1111_AR","14","SB_1111_AR","3070","2861.98","12.752332971753"
"15_SB_1111_AR","15","SB_1111_AR","3160","2950.63","9.9363670721404"
"16_SB_1111_AR","16","SB_1111_AR","3240","3030.15","6.2795806410971"
"17_SB_1111_AR","17","SB_1111_AR","3250","3040.09","6.2795806410942"
"18_SB_1111_AR","18","SB_1111_AR","3357","3146.53","5.8644778300879"
"0_SB_1211_AR","0","SB_1211_AR","0","0","0.86162314310294"
"1_SB_1211_AR","1","SB_1211_AR","530.64","530.58","0.86162314310294"
"2_SB_1211_AR","2","SB_1211_AR","555.25","555.16","2.8293493735747"
"3_SB_1211_AR","3","SB_1211_AR","628.64","628.09","6.4183767445217"
"4_SB_1211_AR","4","SB_1211_AR","677.89","676.13","12.726834453889"
"5_SB_1211_AR","5","SB_1211_AR","727.08","722.81","18.382319827364"
"6_SB_1211_AR","6","SB_1211_AR","2769.37","2633.77","20.65932443606"
"7_SB_1211_AR","7","SB_1211_AR","2818.67","2675.38","32.433314537219"
"8_SB_1211_AR","8","SB_1211_AR","2966.62","2793.66","36.921501931112"
"9_SB_1211_AR","9","SB_1211_AR","3015.97","2827.33","46.978754378397"
"10_SB_1211_AR","10","SB_1211_AR","3262.69","2981.76","51.249356522724"
"11_SB_1211_AR","11","SB_1211_AR","3336.71","3020.16","58.749634723052"
"12_SB_1211_AR","12","SB_1211_AR","3398.42","3046.66","64.568736868277"
"13_SB_1211_AR","13","SB_1211_AR","3516.24","3085.85","70.571756859304"
"14_SB_1211_AR","14","SB_1211_AR","3540.94","3090.93","78.131393130744"
"15_SB_1211_AR","15","SB_1211_AR","3565.65","3093.9","83.096686380305"
"16_SB_1211_AR","16","SB_1211_AR","3602.11","3095.28","87.830853901553"
"17_SB_1211_AR","17","SB_1211_AR","3935.75","3096.25","89.833422298219"
"18_SB_1211_AR","18","SB_1211_AR","3974.87","3096.33","89.882830635075"
"0_SB_1217_AR","0","SB_1217_AR","0","0","0.4103044760116"
"1_SB_1217_AR","1","SB_1217_AR","390","389.99","0.4103044760116"
"2_SB_1217_AR","2","SB_1217_AR","400","399.99","0"
"3_SB_1217_AR","3","SB_1217_AR","430","429.91","4.1852225195957"
"4_SB_1217_AR","4","SB_1217_AR","520","518.84","8.8438115247785"
"5_SB_1217_AR","5","SB_1217_AR","600","596.9","12.643725733339"
"6_SB_1217_AR","6","SB_1217_AR","650","644.03","19.507120427105"
"7_SB_1217_AR","7","SB_1217_AR","2840","2652.54","23.490258940357"
"8_SB_1217_AR","8","SB_1217_AR","2900","2704.37","30.250247012731"
"9_SB_1217_AR","9","SB_1217_AR","2950","2744.42","36.774298295819"
"10_SB_1217_AR","10","SB_1217_AR","2990","2773.72","42.90361063725"
"11_SB_1217_AR","11","SB_1217_AR","3040","2807.02","48.240911531789"
"12_SB_1217_AR","12","SB_1217_AR","3100","2842.25","54.043796990967"
"13_SB_1217_AR","13","SB_1217_AR","3350","2979.71","56.643963005991"
"14_SB_1217_AR","14","SB_1217_AR","3440","3018.29","64.617026818389"
"15_SB_1217_AR","15","SB_1217_AR","3500","3039.08","69.726611736607"
"16_SB_1217_AR","16","SB_1217_AR","3590","3060.85","76.001949031777"
"0_SB_1224_AR","0","SB_1224_AR","0","0","0.54629589218931"
"1_SB_1224_AR","1","SB_1224_AR","220","219.99","0.54629589218931"
"2_SB_1224_AR","2","SB_1224_AR","230","229.98","2.5625587331256"
"3_SB_1224_AR","3","SB_1224_AR","290","289.63","6.1916638299058"
"4_SB_1224_AR","4","SB_1224_AR","360","358.14","11.842819881582"
"5_SB_1224_AR","5","SB_1224_AR","420","415.36","17.509578471981"
"6_SB_1224_AR","6","SB_1224_AR","470","461.32","23.190593797283"
"7_SB_1224_AR","7","SB_1224_AR","2900","2639.41","26.319790839409"
"8_SB_1224_AR","8","SB_1224_AR","2940","2672.39","34.462168303053"
"9_SB_1224_AR","9","SB_1224_AR","3000","2718.71","39.466171622024"
"10_SB_1224_AR","10","SB_1224_AR","3080","2775.77","44.500036716066"
"11_SB_1224_AR","11","SB_1224_AR","3130","2807.31","50.890830222554"
"12_SB_1224_AR","12","SB_1224_AR","3220","2856.03","57.225549173461"
"13_SB_1224_AR","13","SB_1224_AR","3450","2976.64","58.372724804436"
"14_SB_1224_AR","14","SB_1224_AR","3540","3010.57","67.852020898553"
"15_SB_1224_AR","15","SB_1224_AR","3620","3033.78","73.13456026299"
"16_SB_1224_AR","16","SB_1224_AR","3700","3048.36","79.499156546959"
"17_SB_1224_AR","17","SB_1224_AR","3810","3057.89","85.029871222758"
"18_SB_1224_AR","18","SB_1224_AR","3920","3062.17","87.770110419932"
"19_SB_1224_AR","19","SB_1224_AR","3924","3062.26","88.71073616371"
"0_SB_1225_AR","0","SB_1225_AR","0","0","0.64058962550912"
"1_SB_1225_AR","1","SB_1225_AR","160","159.99","0.64058962550912"
"2_SB_1225_AR","2","SB_1225_AR","170","169.96","4.439222274843"
"3_SB_1225_AR","3","SB_1225_AR","220","219.47","8.0279744361127"
"4_SB_1225_AR","4","SB_1225_AR","370","365.33","13.492615415563"
"5_SB_1225_AR","5","SB_1225_AR","480","469.52","18.705085256086"
"6_SB_1225_AR","6","SB_1225_AR","560","542.05","24.956959699617"
"7_SB_1225_AR","7","SB_1225_AR","3000","2669.12","29.337357986803"
"8_SB_1225_AR","8","SB_1225_AR","3100","2750.56","35.471921618138"
"9_SB_1225_AR","9","SB_1225_AR","3160","2795.2","41.926721738347"
"10_SB_1225_AR","10","SB_1225_AR","3230","2842.8","47.156356956403"
"11_SB_1225_AR","11","SB_1225_AR","3430","2962.6","53.20168855685"
"12_SB_1225_AR","12","SB_1225_AR","3480","2988.82","58.372139673535"
"13_SB_1225_AR","13","SB_1225_AR","3540","3015.18","63.938647080758"
"14_SB_1225_AR","14","SB_1225_AR","3600","3036.28","69.410710176605"
"15_SB_1225_AR","15","SB_1225_AR","3670","3055.33","74.208180788913"
"16_SB_1225_AR","16","SB_1225_AR","3750","3068.21","80.735055448675"
"17_SB_1225_AR","17","SB_1225_AR","3800","3070.6","87.260217735709"
"18_SB_1225_AR","18","SB_1225_AR","4010","3069.15","90.395616859282"
"19_SB_1225_AR","19","SB_1225_AR","4014","3069.08","91.002727326797"
"0_SB_201_UTBG","0","SB_201_UTBG","0","0","0.4394396460146"
"1_SB_201_UTBG","1","SB_201_UTBG","340","339.99","0.4394396460146"
"2_SB_201_UTBG","2","SB_201_UTBG","350","349.98","2.562558733122"
"3_SB_201_UTBG","3","SB_201_UTBG","420","419.52","6.5721223676211"
"4_SB_201_UTBG","4","SB_201_UTBG","630","623.96","13.213816433356"
"5_SB_201_UTBG","5","SB_201_UTBG","680","671.02","19.7459328427"
"6_SB_201_UTBG","6","SB_201_UTBG","2060","1919.6","25.207929736482"
"7_SB_201_UTBG","7","SB_201_UTBG","2140","1997.4","13.46803671003"
"8_SB_201_UTBG","8","SB_201_UTBG","2480","2330.72","11.376273614286"
