"","INDEX","WELLNAME","RATE_TYPE","DATE","COMMENT","THP","THT","WCT","RATE","GAUGE_DEPTH","GAUGE_PRES","RESERVOIR_PRESSURE","GOR","GOR_FREE","FREQUENCY","WEAR_FACTOR","INTAKE_PRESSURE","DISCHARGE_PRESSURE"
"COLUMN_LABELS","Индекс","Имя_скважины","Фаза_расхода","Дата_замера","Комментарий","Устьевое_давление","Устьевая_температура","Обводненность","Расход","Глубина_замера_MD","Давление_на_глубине_замера","Пластовое_давление","Газовый_фактор","Свободный_газовый_фактор","Частота_ЭЦН","Коэффициент_деградации_НРХ","Давление_приема_ЭЦН","Перепад_давления_ЭЦН"
"16_235_URM","16","235_URM","Liquid Rate","10/06/2020","TM measuremets","9.83886","10","71.3","62.53","3396.38","37.3061","118.688","331.771","0","49.68","0.02","37.3061","2.9745"
"17_235_URM","17","235_URM","Liquid Rate","16/06/2020","TM measuremets","9.83886","10","67.8","62.08","3396.38","37.2963","118.688","290.599","0","49.55","0.02","37.2963","2.9745"
"18_235_URM","18","235_URM","Liquid Rate","24/06/2020","TM measuremets","9.83886","10","68.2","60.68","3396.38","37.2963","118.688","293.943","0","49.44","0.02","37.2963","2.9745"
"19_235_URM","19","235_URM","Liquid Rate","01/07/2020","TM measuremets","9.83886","10","72","59.8","3396.38","37.2963","118.688","333.313","0","49.24","0.02","37.2963","2.9745"
"20_235_URM","20","235_URM","Liquid Rate","10/07/2020","TM measuremets","9.83886","10","82.1","58.79","3396.38","37.2178","118.688","521.219","0","49.1","0.02","37.2178","2.9745"
"21_235_URM","21","235_URM","Liquid Rate","16/07/2020","TM measuremets","10.8195","10","85.9","59.13","3396.38","37.2963","118.688","675.996","0","49.12","0.02","37.2963","2.9745"
"22_235_URM","22","235_URM","Liquid Rate","25/07/2020","TM measuremets","9.83886","10","83.1","59.08","3396.38","37.2963","118.688","562.971","0","49.22","0.02","37.2963","2.9745"
"23_235_URM","23","235_URM","Liquid Rate","01/08/2020","TM measuremets","9.83886","10","83.1","60.06","3396.38","37.2963","118.688","549.155","0","49.28","0.02","37.2963","2.9745"
"24_235_URM","24","235_URM","Liquid Rate","11/08/2020","TM measuremets","9.83886","10","83.1","56.24","3396.38","38.2769","118.688","554.576","0","49.66","0.02","38.2769","2.9745"
"25_235_URM","25","235_URM","Liquid Rate","16/08/2020","TM measuremets","11.8001","10","87.6","59.19","3396.38","38.2769","118.688","751.544","0","49.97","0.02","38.2769","2.9745"
"26_235_URM","26","235_URM","Liquid Rate","25/08/2020","TM measuremets","11.8001","10","87.6","63.72","3396.38","38.0121","118.688","745.955","0","50.85","0.02","38.0121","2.9745"
"27_235_URM","27","235_URM","Liquid Rate","01/09/2020","TM measuremets","10.8195","10","80.1","63.87","3396.38","37.2963","118.688","460.105","0","50.91","0.02","37.2963","2.9745"
"28_235_URM","28","235_URM","Liquid Rate","10/09/2020","","10.8195","10","80.1","63","3396.38","37.2963","118.688","466.06","0","51.2","0.02","37.2963","289.049"
"29_235_URM","29","235_URM","Liquid Rate","16/09/2020","TM measuremets","13.7613","10","80","63.37","3396.38","37.2374","118.688","458.656","0","51.22","0.02","37.2374","2.9745"
"30_235_URM","30","235_URM","Liquid Rate","26/09/2020","TM measuremets","13.7613","10","91","64.3","3396.38","37.2963","118.688","999.482","0","51.46","0.02","37.2963","2.9745"
"31_235_URM","31","235_URM","Liquid Rate","01/10/2020","TM measuremets","12.7807","10","87.7","64.27","3396.38","37.2963","118.688","731.796","0","51.5","0.02","37.2963","2.9745"
"32_235_URM","32","235_URM","Liquid Rate","08/10/2020","TM measuremets","12.7807","10","87.5","64.45","3396.38","37.2963","118.688","715.966","0","51.51","0.02","37.2963","2.9745"
"33_235_URM","33","235_URM","Liquid Rate","16/10/2020","TM measuremets","11.8001","10","86.8","64.32","3396.38","37.2963","118.688","674.893","0","51.51","0.02","37.2963","290.168"
"34_235_URM","34","235_URM","Liquid Rate","24/10/2020","TM measuremets","11.8001","10","86.7","64","3396.38","37.2963","118.688","669.878","0","51.56","0.02","37.2963","290.146"
"35_235_URM","35","235_URM","Liquid Rate","01/02/2021","","15.7226","10","86.3","54","3396.38","38.2769","98.0949","548.673","0","51.4","0.07","38.2769","2.9745"
"36_235_URM","36","235_URM","Liquid Rate","23/03/2021","","13.7613","10","84.1","61.4556","3396.38","38.2396","98.0949","342.58","0","50.8","0","38.2396","2.9745"
"37_235_URM","37","235_URM","Liquid Rate","06/04/2021","","13.7613","10","83","66","3396.38","45.1413","98.0949","337.344","0","51","0","45.1413","2.9745"
"38_235_URM","38","235_URM","Liquid Rate","14/05/2021","","13.7613","10","89.5","68","3363.7","38.2769","98.0978","571.569","0","50.5","0","38.2769","2.9745"
"39_235_URM","39","235_URM","Liquid Rate","09/06/2021","","14.742","10","86.4","70","3363.7","38.2769","98.0978","544.713","0","51","0","38.2769","2.9745"
"40_235_URM","40","235_URM","Liquid Rate","23/07/2021","","15.7226","10","87","60","3363.7","45.1413","98.0978","717.949","0","51","0.05","45.1413","2.9745"
"41_235_URM","41","235_URM","Liquid Rate","06/08/2021","","11.8001","10","86","65","3363.7","37.2963","101.037","379.67","0","51","0.05","37.2963","2.9745"
"42_235_URM","42","235_URM","Liquid Rate","20/08/2021","","12.7807","10","87","73","3363.7","37.2963","101.037","422.334","0","51","0","37.2963","2.9745"
"43_235_URM","43","235_URM","Liquid Rate","28/08/2021","","13.271","10","80.7","65","3363.7","37.2963","101.037","288.481","0","51","0.1","37.2963","2.9745"
"44_235_URM","44","235_URM","Liquid Rate","20/10/2021","","12.2904","10","85.9","63.5","3363.7","36.3157","102.02","320.322","0","51","0.1","36.3157","2.9745"
"45_235_URM","45","235_URM","Liquid Rate","24/11/2021","","15.7226","10","83.6","61","3363.7","37.2963","98.0949","1160.69","0","50.75","0.1","37.2963","2.9745"
"46_235_URM","46","235_URM","Liquid Rate","06/01/2022","","21.116","10","95.2","57","3363.7","37.2963","280.491","1863.3","0","50.9","0.1","37.2963","2.9745"
"47_235_URM","47","235_URM","Liquid Rate","28/02/2022","","22.5869","10","77.8","56","3363.7","37.2963","99.4707","299.509","0","50.7","0.1","37.2963","2.9745"
"48_235_URM","48","235_URM","Liquid Rate","03/04/2022","","22.5869","10","95.7","56","3363.7","37.2963","99.4707","1175.87","0","50.55","0.08","37.2963","2.9745"
"49_235_URM","49","235_URM","Liquid Rate","09/05/2022","","22.5869","10","84.1","66.5","3363.7","37.7866","98.0978","313.047","0","53.4","0.08","37.7866","2.9745"
"50_235_URM","50","235_URM","Liquid Rate","15/06/2022","","24.5482","10","89.2","61","3363.7","36.806","98.0978","583.789","0","52.55","0.08","36.806","2.9745"
"51_235_URM","51","235_URM","Liquid Rate","31/07/2022","","23.5676","10","92.7","55.5","3363.7","37.2963","98.0949","1194.62","0","50.5","0","37.2963","2.9745"
"52_235_URM","52","235_URM","Liquid Rate","26/09/2022","","13.7613","10","94.9","45","3363.7","39.2575","98.0949","2399.13","0","50.4","0.08","39.2575","2.9745"
"53_235_URM","53","235_URM","Liquid Rate","30/10/2022","","14.742","10","94.7","46","3363.7","39.2575","98.0949","739.541","0","51.05","0.1","39.2575","2.9745"
"54_235_URM","54","235_URM","Liquid Rate","26/11/2022","","14.1536","10","98.6","48.3333","3363.7","40.5183","98.0949","8629.06","0","50.9571","0.1","40.5183","2.9745"
"55_235_URM","55","235_URM","Liquid Rate","08/01/2023","","14.742","10","89.7","47.5","3363.7","39.2575","97.1172","2754.62","0","52.2","0.12","39.2575","2.9745"
"56_235_URM","56","235_URM","Liquid Rate","29/10/2023","","22.0966","10","94.9","44","3358.55","41.2188","133.397","641.934","0","53","0.23","41.2188","2.9745"
"0_236_URM","0","236_URM","Liquid Rate","01/01/2020","TM measuremets","9.83886","10","90.8","205.9","3432.37","77.0703","163.794","286.864","0","49","0.01","77.0703","285.315"
"1_236_URM","1","236_URM","Liquid Rate","16/01/2020","TM measuremets","9.83886","10","90.8","200.3","3432.37","72.5987","163.794","285.943","0","49","0.01","72.5987","285.066"
"2_236_URM","2","236_URM","Liquid Rate","01/02/2020","TM measuremets","9.83886","10","90.8","196.5","3432.37","69.6568","163.794","346.222","0","49.1","0.01","69.6568","286.633"
"3_236_URM","3","236_URM","Liquid Rate","10/02/2020","TM measuremets","9.83886","10","91.8","194.7","3432.37","69.6568","163.794","285.943","0","49.1","0.01","69.6568","284.358"
"4_236_URM","4","236_URM","Liquid Rate","17/02/2020","TM measuremets","9.83886","10","92","192.05","3432.37","68.6762","163.794","285.943","0","49.1","0.01","68.6762","284.232"
"5_236_URM","5","236_URM","Liquid Rate","23/02/2020","TM measuremets","9.83886","10","92.7","188.5","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","2.9745"
"6_236_URM","6","236_URM","Liquid Rate","01/03/2020","TM measuremets","9.83886","10","91.7","187.9","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","284.198"
"7_236_URM","7","236_URM","Liquid Rate","10/03/2020","TM measuremets","9.83886","10","92.9","186.5","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","283.597"
"8_236_URM","8","236_URM","Liquid Rate","16/03/2020","","9.83886","10","91.9","190","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","2.9745"
"9_236_URM","9","236_URM","Liquid Rate","23/03/2020","","9.83886","10","91.9","190","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","2.9745"
"10_236_URM","10","236_URM","Liquid Rate","01/04/2020","TM measuremets","9.83886","10","91.4","188.1","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","284.395"
"11_236_URM","11","236_URM","Liquid Rate","10/04/2020","TM measuremets","9.83886","10","91","188.6","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","2.9745"
"12_236_URM","12","236_URM","Liquid Rate","16/04/2020","TM measuremets","9.83886","10","91","186.4","3432.37","69.6568","163.794","285.943","0","48.5","0.01","69.6568","284.477"
"13_236_URM","13","236_URM","Liquid Rate","24/04/2020","TM measuremets","9.83886","10","90","177","3432.37","70.6375","163.794","285.943","0","48.5","0.01","70.6375","2.9745"
"14_236_URM","14","236_URM","Liquid Rate","10/07/2020","TM measuremets","9.83886","10","92.5","213.55","3432.37","176.103","163.794","285.943","0","43","0.01","176.103","2.9745"
"15_236_URM","15","236_URM","Liquid Rate","16/07/2020","","8.85823","10","92","202","3432.37","157.236","163.794","285.943","0","43","0.01","157.236","2.9745"
"16_236_URM","16","236_URM","Liquid Rate","25/07/2020","TM measuremets","9.83886","10","94.2","62.5","3432.37","140.517","163.794","322.483","0","43","0.01","140.517","2.9745"
"17_236_URM","17","236_URM","Liquid Rate","01/08/2020","TM measuremets","9.83886","10","91.1","87.85","3432.37","134.378","163.794","285.943","0","43","0.01","134.378","2.9745"
"18_236_URM","18","236_URM","Liquid Rate","11/08/2020","TM measuremets","9.83886","10","90","154.8","3432.37","125.258","163.794","285.943","0","45.4","0.01","125.258","2.9745"
"19_236_URM","19","236_URM","Liquid Rate","16/08/2020","","10.8195","10","90","195","3432.37","123.042","163.794","285.943","0","44","0.01","123.042","286.349"
"20_236_URM","20","236_URM","Liquid Rate","25/08/2020","TM measuremets","10.8195","10","90","92.9","3432.37","119.119","163.794","285.943","0","44","0.01","119.119","2.9745"
"21_236_URM","21","236_URM","Liquid Rate","01/09/2020","","9.83886","10","94.1","176","3432.37","116.717","163.794","438.945","0","44.08","0.01","116.717","285.2"
"22_236_URM","22","236_URM","Liquid Rate","10/09/2020","","9.83886","10","94.1","177","3432.37","111.941","163.794","409.748","0","45","0.01","111.941","2.9745"
"23_236_URM","23","236_URM","Liquid Rate","26/09/2020","TM measuremets","10.8195","10","93","172.91","3432.37","108.882","163.794","344.358","0","45","0.01","108.882","2.9745"
"24_236_URM","24","236_URM","Liquid Rate","01/10/2020","TM measuremets","10.8195","10","94.1","172.46","3432.37","107.901","163.794","414.933","0","45","0.01","107.901","2.9745"
"25_236_URM","25","236_URM","Liquid Rate","08/10/2020","TM measuremets","10.8195","10","94.1","173","3432.37","106.92","163.794","418.34","0","45","0.01","106.92","285.777"
"26_236_URM","26","236_URM","Liquid Rate","16/10/2020","TM measuremets","10.8195","10","94.1","169.63","3432.37","106.322","163.794","446.935","0","45","0.01","106.322","2.9745"
"27_236_URM","27","236_URM","Liquid Rate","24/10/2020","TM measuremets","10.8195","10","94.1","170.93","3432.37","104.959","163.794","417.457","0","45","0.01","104.959","285.692"
"28_236_URM","28","236_URM","Liquid Rate","01/02/2021","","9.83886","10","90","183","3432.37","104.959","163.797","328.618","0","47","0.1","104.959","2.9745"
"29_236_URM","29","236_URM","Liquid Rate","01/02/2021","","10.8195","10","89.7","178","3432.37","124.572","224.693","269.008","0","47","0.2","124.572","2.9745"
"30_236_URM","30","236_URM","Liquid Rate","01/02/2021","","10.8195","10","89.7","178","3432.37","124.572","224.693","269.008","0","47","0.1","124.572","2.9745"
"31_236_URM","31","236_URM","Liquid Rate","01/02/2021","","10.8195","10","89.7","178","3432.37","124.572","224.693","269.008","0","47","0.1","124.572","2.9745"
"32_236_URM","32","236_URM","Liquid Rate","01/02/2021","","10.8195","10","89.7","178","3432.37","124.572","224.693","269.008","0","47","0.2","124.572","2.9745"
"33_236_URM","33","236_URM","Liquid Rate","06/04/2021","","10.8195","10","88.3","177","3432.37","125.552","224.693","235.308","0","47","0.2","125.552","2.9745"
"34_236_URM","34","236_URM","Liquid Rate","12/05/2021","","10.8195","10","89.6","175","3432.37","120.649","225.574","261.593","0","47","0.2","120.649","2.9745"
"35_236_URM","35","236_URM","Liquid Rate","09/06/2021","","10.8195","10","90.6","178","3406.05","120.649","225.574","262.252","0","47","0.2","120.649","2.9745"
"36_236_URM","36","236_URM","Liquid Rate","23/07/2021","","9.83886","10","89.1","179","3406.05","90.2499","225.574","234.483","0","49","0.15","90.2499","2.9745"
"37_236_URM","37","236_URM","Liquid Rate","05/08/2021","","9.83886","10","90.5","175","3406.05","89.2693","222.634","279.188","0","49","0.15","89.2693","2.9745"
"38_236_URM","38","236_URM","Liquid Rate","26/08/2021","","10.8195","10","90.2","175","3432.37","89.2693","222.634","255.685","0","49","0.137","89.2693","2.9745"
"39_236_URM","39","236_URM","Liquid Rate","16/08/2021","","10.8195","10","90","171","3432.37","78.4824","222.634","252.69","0","49","0.1","78.4824","2.9745"
"40_236_URM","40","236_URM","Liquid Rate","26/09/2021","","9.83886","10","89.6","183","3432.37","82.4049","222.634","247.741","0","49","0.1","82.4049","2.9745"
"41_236_URM","41","236_URM","Liquid Rate","26/10/2021","","9.83886","10","89.2","184","3432.37","81.4243","227.534","236.061","0","49","0.1","81.4243","2.9745"
"42_236_URM","42","236_URM","Liquid Rate","08/01/2022","","11.8001","10","89.1","177","3432.37","81.4243","158.606","224.537","0","49","0.1","81.4243","2.9745"
"43_236_URM","43","236_URM","Liquid Rate","13/03/2022","","12.2904","10","86.6","196","3400.39","79.9534","224.592","210","0","46.5","0.02","79.9534","2.9745"
"44_236_URM","44","236_URM","Liquid Rate","03/04/2022","","10.8195","10","90.9","189","3400.39","71.6181","224.592","260.306","0","46.5","0.02","71.6181","2.9745"
"45_236_URM","45","236_URM","Liquid Rate","03/04/2022","","10.8195","10","90.9","189","3400.39","71.6181","224.592","260.306","0","46.5","0.02","71.6181","2.9745"
"46_236_URM","46","236_URM","Liquid Rate","07/05/2022","","11.3098","10","88.8","182","3400.39","67.6956","226.553","204.033","0","46.5","0.02","67.6956","2.9745"
"47_236_URM","47","236_URM","Liquid Rate","29/06/2022","","11.8001","10","85.6","183","3400.39","64.7537","226.553","270","0","46.5","0.02","64.7537","2.9745"
"48_236_URM","48","236_URM","Liquid Rate","25/09/2022","","10.8195","10","88.6","185","3400.39","55.9281","226.556","172.072","0","47.5","0.03","55.9281","2.9745"
"49_236_URM","49","236_URM","Liquid Rate","30/10/2022","","10.8195","10","88.1","191","3400.39","52.9862","226.556","153.636","0","48","0.03","52.9862","2.9745"
"50_236_URM","50","236_URM","Liquid Rate","28/11/2022","","11.8001","10","89.4","187.5","3400.39","51.025","226.556","171.17","0","48","0.03","51.025","2.9745"
"51_236_URM","51","236_URM","Liquid Rate","31/01/2023","","12.7807","10","87.9","180","3400.39","53.4766","210.866","256","0","48","0.05","53.4766","2.9745"
"52_236_URM","52","236_URM","Liquid Rate","05/03/2023","","12.7807","10","90.6","182.5","3400.39","52.9862","210.866","317.925","0","48","0.05","52.9862","2.9745"
"53_236_URM","53","236_URM","Liquid Rate","22/03/2023","","10.8195","10","93.3","183.5","3400.39","52.9862","210.866","431.738","0","48","0.05","52.9862","2.9745"
"54_236_URM","54","236_URM","Liquid Rate","01/06/2023","","10.8195","10","94.9","204.5","3400.12","66.715","205.963","523.323","0","52","0.21","66.715","2.9745"
"55_236_URM","55","236_URM","Liquid Rate","28/06/2023","","10.8195","10","95.4","185","3400.12","62.7925","205.963","623.032","0","52.5","0.21","62.7925","2.9745"
"56_236_URM","56","236_URM","Liquid Rate","31/07/2023","","11.8001","10","96.1","163","3400.12","68.6762","199.099","601.227","0","52.5","0.24","68.6762","2.9745"
"57_236_URM","57","236_URM","Liquid Rate","09/10/2023","","9.83886","10","95.1","179","3400.12","81.4243","199.099","534.774","0","48","0.15","81.4243","2.9745"
"58_236_URM","58","236_URM","Liquid Rate","25/10/2023","","10.8195","10","95.7","193.5","3400.12","81.4243","169.288","553.873","0","49","0.16","81.4243","2.9745"
"0_25Р_URM","0","25Р_URM","Liquid Rate","01/03/2020","","15.7226","10","74.5","120","2598.92","48.0831","165.855","285.943","0","55.1","0.06","48.0831","2.9745"
"1_25Р_URM","1","25Р_URM","Liquid Rate","10/03/2020","","15.7226","10","74.5","119.502","2598.92","47.1025","165.855","285.943","0","55.1","0.06","47.1025","2.9745"
"2_25Р_URM","2","25Р_URM","Liquid Rate","16/03/2020","","15.7226","10","74.5","151.579","2598.92","48.0831","165.855","285.943","0","55.1","0.06","48.0831","2.9745"
"3_25Р_URM","3","25Р_URM","Liquid Rate","23/03/2020","","15.7226","10","75","147.512","2598.92","48.0831","165.855","285.943","0","55.1","0.06","48.0831","2.9745"
"4_25Р_URM","4","25Р_URM","Liquid Rate","01/04/2020","","15.7226","10","75","136.216","2598.92","48.0831","165.855","285.943","0","55.1","0.06","48.0831","2.9745"
"5_25Р_URM","5","25Р_URM","Liquid Rate","10/04/2020","","15.7226","10","76.8","139.13","2598.92","48.0831","165.855","285.943","0","55.1","0.06","48.0831","2.9745"
"6_25Р_URM","6","25Р_URM","Liquid Rate","16/04/2020","","15.7226","10","76.8","139.806","2598.92","48.0831","165.855","285.943","0","55.1","0.06","48.0831","2.9745"
"7_25Р_URM","7","25Р_URM","Liquid Rate","24/04/2020","","12.7807","10","76.8","147.692","2598.92","47.1025","165.855","285.943","0","55.1","0.06","47.1025","2.9745"
"8_25Р_URM","8","25Р_URM","Liquid Rate","01/09/2020","","13.7613","10","75","71.4382","2598.92","49.0638","165.855","285.943","0","56","0.06","49.0638","2.9745"
"9_25Р_URM","9","25Р_URM","Liquid Rate","10/09/2020","","13.7613","10","75.1","77.8291","2598.92","49.0638","165.855","285.943","0","57","0.06","49.0638","2.9745"
"10_25Р_URM","10","25Р_URM","Liquid Rate","26/09/2020","","13.7613","10","76","67.6884","2598.92","49.0638","165.855","285.943","0","57","0.06","49.0638","2.9745"
"11_25Р_URM","11","25Р_URM","Liquid Rate","01/10/2020","","13.7613","10","75","64.0771","2598.92","49.0638","165.855","285.943","0","57","0.06","49.0638","2.9745"
"12_25Р_URM","12","25Р_URM","Liquid Rate","08/10/2020","","13.7613","10","75","96.8135","2598.92","49.0638","165.855","285.943","0","57","0.06","49.0638","2.9745"
